Question_ID,Skill_ID_List,Content,Options,Answer,Difficulty,Explanation
Q5.067,"5.3_PhanTich",Google Sheets là gì?,"['A. Một phần mềm chỉnh sửa video chuyên nghiệp', 'B. Một công cụ bảng tính trực tuyến miễn phí của Google', 'C. Một hệ điều hành cho máy tính', 'D. Một ứng dụng mạng xã hội']",B,Medium,
Q5.068,"5.3_PhanTich","Trong giao diện Google Sheets, các cột được ký hiệu bằng gì?","['A. Số (1, 2, 3...)', 'B. Ký tự đặc biệt (@, #, $...)', 'C. Chữ cái (A, B, C...)', 'D. La mã (I, II, III...)']",C,Medium,
Q5.069,"5.3_PhanTich","Để nhập một công thức trong Google Sheets, bạn phải bắt đầu bằng dấu gì?","['A. Dấu chấm (.)', 'B. Dấu thăng (#)', 'C. Dấu sao (*)', 'D. Dấu bằng (=)']",D,Medium,
Q5.070,"5.4_QuyTrinh","Tính năng nào cho phép bạn kéo góc ô để tự động điền tiếp một chuỗi dữ liệu như ""Thứ Hai"", ""Thứ Ba"", ""Thứ Tư""?","['A. Data Validation', 'B. Conditional Formatting', 'C. Autofill (Tự động điền)', 'D. Formula Suggestion']",C,Medium,
Q5.071,"5.1_SuCo","Để tạo một menu thả xuống với các lựa chọn cố định như ""Đã nộp"", ""Chưa nộp"", bạn nên sử dụng tính năng nào?","['A. Data Validation (Xác thực dữ liệu)', 'B. Autofill', 'C. Conditional Formatting', 'D. Freeze Panes']",A,Medium,
Q5.072,"5.4_QuyTrinh",Tính năng nào giúp tự động thay đổi định dạng của ô (ví dụ: đổi nền ô sang màu đỏ) khi dữ liệu trong ô đó thỏa mãn một điều kiện nhất định (ví dụ: điểm < 5)?,"['A. Data Validation', 'B. Autofill', 'C. Conditional Formatting (Định dạng theo điều kiện)', 'D. Formula Bar']",C,Medium,
Q5.073,"5.1_SuCo","Để giữ cố định dòng tiêu đề của bảng tính khi cuộn trang, bạn nên sử dụng tùy chọn nào trong menu ""View""?","['A. Zoom', 'B. Full screen', 'C. Show formulas', 'D. Freeze (Cố định)']",D,Medium,
Q5.074,"5.3_PhanTich",Lỗi #VALUE! trong Google Sheets thường xuất hiện do nguyên nhân gì?,"['A. Sai định dạng dữ liệu trong công thức (ví dụ: cộng một số với một chữ)', 'B. Mất kết nối Internet', 'C. Bảng tính có quá nhiều dữ liệu', 'D. Lỗi chính tả trong ô văn bản']",A,Medium,
Q5.075,"5.1_SuCo","Khi dữ liệu tiếng Việt bị mất dấu hoặc hiển thị ký tự lạ, nguyên nhân thường là do ô đang được định dạng là gì và cách khắc phục?","['A. Định dạng là Text, cần chuyển sang Date', 'B. Định dạng là Number, cần chuyển về Text', 'C. Định dạng là Date, cần chuyển sang Number', 'D. Định dạng là Percentage, cần chuyển về Text']",B,Medium,
Q5.076,"5.3_PhanTich",Phím tắt nào được dùng để xem danh sách tất cả các phím tắt trong Google Sheets?,"['A. Ctrl + C', 'B. Ctrl + S', 'C. Ctrl + D', 'D. Ctrl + /']",D,Medium,
Q5.077,"5.3_PhanTich",Phím tắt Ctrl + D trong Google Sheets có chức năng gì?,"['A. Xóa ô hiện tại', 'B. Sao chép ô phía trên', 'C. In đậm chữ trong ô', 'D. Dán dữ liệu']",B,Medium,
Q5.078,"5.3_PhanTich","Mục đích chính của tính năng ""Lọc"" (Filter) trong Google Sheets là gì?","['A. Thay đổi thứ tự các dòng theo giá trị tăng dần hoặc giảm dần', 'B. Chỉ hiển thị dữ liệu thỏa mãn một điều kiện nhất định và ẩn các dòng không phù hợp', 'C. Xóa vĩnh viễn các dòng không cần thiết', 'D. Tính toán tổng giá trị của một cột']",B,Medium,
Q5.079,"5.3_PhanTich","Tính năng ""Sắp xếp"" (Sort) khác với ""Lọc"" (Filter) ở điểm nào?","['A. Sắp xếp ẩn đi các dòng không phù hợp, còn Lọc thì không', 'B. Lọc thay đổi thứ tự các dòng, còn Sắp xếp chỉ hiển thị dữ liệu thỏa điều kiện', 'C. Sắp xếp thay đổi thứ tự các dòng, còn Lọc ẩn các dòng không phù hợp', 'D. Lọc dùng để tính toán, còn Sắp xếp dùng để định dạng']",C,Medium,
Q5.080,"5.3_PhanTich","Để tạo một bộ lọc trong Google Sheets, sau khi chọn vùng dữ liệu, bạn cần vào menu nào?","['A. File', 'B. Edit', 'C. Insert', 'D. Data']",D,Medium,
Q5.081,"5.1_SuCo",Biểu tượng nào xuất hiện trên dòng tiêu đề sau khi bạn tạo một bộ lọc?,"['A. Hình cái kéo', 'B. Hình cái bút', 'C. Hình cái phễu', 'D. Hình ngôi sao']",C,Medium,
Q5.082,"5.1_SuCo","Để lọc và chỉ hiển thị các sinh viên có điểm lớn hơn 8.0, bạn nên sử dụng tùy chọn nào?","['A. Filter by values', 'B. Filter by condition (Lọc theo điều kiện)', 'C. Sort A -> Z', 'D. Sort Z -> A']",B,Medium,
Q5.083,"5.3_PhanTich","Khi sắp xếp một bảng dữ liệu, tại sao bạn cần chọn toàn bộ bảng thay vì chỉ một cột?","['A. Để sắp xếp nhanh hơn', 'B. Để tránh làm dữ liệu bị lệch dòng, sai thông tin', 'C. Để chỉ sắp xếp được cột đầu tiên', 'D. Để áp dụng định dạng cho toàn bảng']",B,Medium,
Q5.084,"5.3_PhanTich","Để sắp xếp dữ liệu theo nhiều cấp (ví dụ: sắp xếp theo Lớp trước, sau đó sắp xếp theo Điểm), bạn nên dùng tính năng nào?","['A. Create a filter', 'B. Basic sort (A->Z)', 'C. Advanced range sorting options (Tùy chọn sắp xếp dải ô nâng cao)', 'D. Filter by condition']",C,Medium,
Q5.085,"5.3_PhanTich","Khi sắp xếp một bảng có dòng tiêu đề, bạn cần tick vào tùy chọn nào để không sắp xếp dòng đầu tiên?","['A. Data has no header row', 'B. Sort by column A', 'C. Add another sort column', 'D. Data has header row (Dữ liệu có hàng tiêu đề)']",D,Medium,
Q5.086,"5.3_PhanTich",Một trong những lỗi thường gặp khi lọc và sắp xếp dữ liệu là gì?,"['A. Chỉ chọn một cột để sắp xếp, khiến dữ liệu bị lệch dòng', 'B. Dữ liệu được sắp xếp quá nhanh', 'C. Bộ lọc hiển thị quá nhiều dữ liệu', 'D. Không thể sắp xếp dữ liệu dạng số']",A,Medium,
Q5.087,"5.1_SuCo","Tính năng ""Filter View"" (Chế độ xem bộ lọc) hữu ích trong trường hợp nào?","['A. Khi bạn muốn xóa vĩnh viễn dữ liệu không cần thiết', 'B. Khi bạn làm việc một mình và không chia sẻ file', 'C. Khi bạn muốn tạo một bản sao của trang tính', 'D. Khi bạn làm việc nhóm và muốn lọc theo cách riêng mà không ảnh hưởng đến người khác']",D,Medium,
Q5.088,"5.1_SuCo","Để tạo một bộ lọc riêng không ảnh hưởng đến bảng gốc, bạn vào ""Data"" và chọn mục nào?","['A. Sort range', 'B. Create a filter', 'C. Filter views (Chế độ xem bộ lọc)', 'D. Data validation']",C,Medium,
Q5.089,"5.3_PhanTich",Tại sao cần trực quan hóa dữ liệu bằng biểu đồ?,"['A. Để làm cho bảng dữ liệu trông phức tạp hơn', 'B. Để biến các con số thành hình ảnh trực quan, dễ nhận ra xu hướng và so sánh', 'C. Để ẩn đi các dữ liệu quan trọng', 'D. Để tăng kích thước của tệp bảng tính']",B,Medium,
Q5.090,"5.3_PhanTich","Loại biểu đồ nào phù hợp nhất khi muốn so sánh các giá trị khác nhau, ví dụ như điểm trung bình của các môn học?","['A. Biểu đồ tròn (Pie Chart)', 'B. Biểu đồ đường (Line Chart)', 'C. Biểu đồ cột (Column Chart)', 'D. Biểu đồ vùng (Area Chart)']",C,Medium,
Q5.091,"5.3_PhanTich","Để thể hiện sự thay đổi của dữ liệu theo thời gian, chẳng hạn như điểm số qua từng kỳ học, loại biểu đồ nào là phù hợp nhất?","['A. Biểu đồ tròn (Pie Chart)', 'B. Biểu đồ đường (Line Chart)', 'C. Biểu đồ cột (Column Chart)', 'D. Biểu đồ thanh (Bar Chart)']",B,Medium,
Q5.092,"5.3_PhanTich","Khi muốn hiển thị tỷ lệ phần trăm của các thành phần trong một tổng thể, ví dụ như tỷ lệ sinh viên đạt loại Giỏi, Khá, Trung bình, bạn nên dùng biểu đồ nào?","['A. Biểu đồ tròn (Pie Chart)', 'B. Biểu đồ đường (Line Chart)', 'C. Biểu đồ cột (Column Chart)', 'D. Biểu đồ thanh (Bar Chart)']",A,Medium,
Q5.093,"5.3_PhanTich",Biểu đồ thanh (Bar Chart) nằm ngang thường được ưu tiên hơn biểu đồ cột khi nào?,"['A. Khi dữ liệu thay đổi theo thời gian', 'B. Khi muốn thể hiện tỷ lệ phần trăm', 'C. Khi tên các đối tượng so sánh quá dài', 'D. Khi chỉ có hai nhóm dữ liệu để so sánh']",C,Medium,
Q5.094,"5.3_PhanTich",Bước đầu tiên để tạo một biểu đồ trong Google Sheets là gì?,"['A. Vào menu Insert → Chart', 'B. Chọn vùng dữ liệu muốn vẽ biểu đồ', 'C. Tùy chỉnh màu sắc và tiêu đề', 'D. Chọn loại biểu đồ']",B,Medium,
Q5.095,"5.3_PhanTich","Sau khi Google Sheets tự động tạo một biểu đồ mặc định, bạn có thể thay đổi loại biểu đồ ở đâu?","['A. Trong thanh công thức (Formula Bar)', 'B. Trong menu File → Page setup', 'C. Trong khung chỉnh sửa biểu đồ bên phải, phần \'Chart type\'', 'D. Trong menu Format → Conditional formatting']",C,Medium,
Q5.096,"5.3_PhanTich","Để điều chỉnh tiêu đề, màu sắc, phông chữ của biểu đồ, bạn cần nhấn vào tab nào trong cửa sổ chỉnh sửa?","['A. Setup', 'B. Chart type', 'C. Customize (Tùy chỉnh)', 'D. Data range']",C,Medium,
Q5.097,"5.3_PhanTich","Khi đọc một biểu đồ, yếu tố nào cần được chú ý để hiểu biểu đồ đang thể hiện điều gì?","['A. Chỉ màu sắc của biểu đồ', 'B. Chỉ kích thước của biểu đồ', 'C. Chỉ phông chữ được sử dụng', 'D. Trục tung, trục hoành, và các chú thích']",D,Medium,
Q5.098,"5.3_PhanTich",Một trong những lỗi thường gặp khi tạo biểu đồ là gì?,"['A. Chọn quá nhiều dữ liệu', 'B. Không có tiêu đề, khiến người đọc không hiểu biểu đồ nói về cái gì', 'C. Biểu đồ quá đơn giản', 'D. Sử dụng quá ít màu sắc']",B,Medium,
Q5.099,"5.3_PhanTich","Theo mẹo trình bày biểu đồ chuyên nghiệp, bạn nên làm gì?","['A. Sử dụng càng nhiều màu sắc và hiệu ứng càng tốt', 'B. Đặt biểu đồ xa bảng dữ liệu gốc', 'C. Chỉ hiển thị thông tin cần thiết, tránh gây rối mắt', 'D. Dùng cỡ chữ thật nhỏ để tiết kiệm không gian']",C,Medium,
Q5.100,"5.2_TuHoc","Theo tài liệu, tại sao sinh viên cần cải tiến quy trình học tập và làm việc bằng công cụ số?","['A. Để làm cho công việc trở nên phức tạp hơn', 'B. Vì các quy trình thủ công thường tốn thời gian, dễ quên và dễ sai sót', 'C. Để chứng tỏ mình giỏi công nghệ', 'D. Vì đó là yêu cầu bắt buộc của tất cả các môn học']",B,Medium,
Q5.101,"5.4_QuyTrinh",Bước đầu tiên để cải tiến một quy trình là gì?,"['A. Áp dụng ngay một công cụ mới', 'B. Tìm kiếm các lỗi phần mềm', 'C. Liệt kê các bước trong quy trình hiện tại để hiểu rõ nó', 'D. Bỏ qua quy trình cũ và làm theo cách hoàn toàn mới']",C,Medium,
Q5.102,"5.4_QuyTrinh",Việc vẽ sơ đồ hoặc lập bảng mô tả quy trình hiện tại giúp ích gì?,"['A. Làm cho quy trình trông chuyên nghiệp hơn', 'B. Giúp nhìn thấy rõ chỗ nào đang làm mất thời gian, gây chậm trễ', 'C. Che giấu những điểm yếu của quy trình', 'D. Thêm nhiều bước không cần thiết vào quy trình']",B,Medium,
Q5.103,"5.2_TuHoc","Công cụ nào phù hợp nhất để lập kế hoạch nhóm, theo dõi tiến độ và cho phép nhiều người cùng chỉnh sửa một tài liệu?","['A. Google Forms', 'B. Google Calendar', 'C. Google Sheets / Google Docs', 'D. Evernote']",C,Medium,
Q5.104,"5.1_SuCo","Để tạo lịch nhắc việc cá nhân hoặc nhóm, chẳng hạn như nhắc lịch nộp bài, bạn nên sử dụng công cụ nào?","['A. Google Sheets', 'B. Google Forms', 'C. Google Drive', 'D. Google Calendar / To Do']",D,Medium,
Q5.105,"5.4_QuyTrinh","Công cụ nào được dùng để thu thập ý kiến, làm khảo sát nhóm hoặc tạo form đăng ký và tự động tổng hợp kết quả vào bảng tính?","['A. Google Docs', 'B. Google Calendar', 'C. Google Forms', 'D. Notion']",C,Medium,
Q5.106,"5.1_SuCo","Evernote, Notion, và OneNote là những công cụ mạnh mẽ dùng để làm gì?","['A. Quản lý lịch hẹn', 'B. Ghi chú số (lưu văn bản, hình ảnh, liên kết)', 'C. Tạo bài thuyết trình', 'D. Chỉnh sửa video']",B,Medium,
Q5.107,"5.2_TuHoc","Theo quy trình 6 bước để triển khai một giải pháp cải tiến, sau khi ""Đề xuất công cụ phù hợp"", bước tiếp theo là gì?","['A. Chia sẻ với bạn cùng nhóm', 'B. Ghi nhận hiệu quả', 'C. Quan sát lại quy trình', 'D. Thử áp dụng trong thời gian ngắn (1 tuần)']",D,Medium,
Q5.108,"5.3_PhanTich","Trong tình huống minh họa về việc học nhóm, giải pháp nào đã được áp dụng để giải quyết vấn đề ""quên lịch hẹn tập luyện""?","['A. Dùng Google Sheets để ghi chú', 'B. Dùng Google Calendar để hẹn ngày', 'C. Dùng Google Drive để lưu slide', 'D. Dùng Google Forms để khảo sát']",B,Medium,
Q5.109,"5.4_QuyTrinh",Một trong những điểm chưa hiệu quả thường thấy trong các quy trình làm việc thủ công là gì?,"['A. Có quá nhiều công cụ chia sẻ', 'B. Luôn nhớ deadline', 'C. Ghi chú bị thất lạc, không hệ thống', 'D. Dễ dàng thu thập thông tin từ nhiều người']",C,Medium,
Q5.110,"5.3_PhanTich",Lợi ích chính của việc sử dụng Google Sheets/Docs trong làm việc nhóm là gì?,"['A. Chỉ một người có thể chỉnh sửa tại một thời điểm', 'B. Dữ liệu không được lưu tự động', 'C. Khó theo dõi lịch sử chỉnh sửa', 'D. Dễ chia sẻ, mọi người cùng chỉnh sửa được, lưu tự động']",D,Medium,
Q5.111,"5.2_TuHoc","Theo tài liệu, việc ứng dụng giải pháp số giúp chuyển đổi trải nghiệm làm việc nhóm từ trạng thái nào sang trạng thái nào?","['A. Từ phức tạp sang đơn giản', 'B. Từ tốn kém sang miễn phí', 'C. Từ rối rắm sang trật tự', 'D. Từ chuyên nghiệp sang nghiệp dư']",C,Medium,
Q5.112,"5.4_QuyTrinh",Lợi ích đầu tiên được đề cập khi áp dụng công cụ số vào làm việc nhóm là gì?,"['A. Tăng tính cạnh tranh', 'B. Tiết kiệm thời gian và công sức', 'C. Giảm sự sáng tạo', 'D. Tăng số lượng cuộc họp']",B,Medium,
Q5.113,"5.3_PhanTich","Theo ví dụ định lượng, một nhóm 4 người đã tiết kiệm được bao nhiêu giờ làm việc khi dùng Google Sheets để theo dõi nhiệm vụ thay vì họp nhiều buổi?","['A. 1-2 giờ', 'B. 2-4 giờ', 'C. 4-6 giờ', 'D. 6-8 giờ']",C,Medium,
Q5.114,"5.2_TuHoc","Việc lưu trữ tài liệu trên đám mây (Google Drive, Notion) mang lại lợi ích gì?","['A. Phải tải file về mỗi khi muốn sửa', 'B. Dễ bị lạc phiên bản tài liệu', 'C. Mọi thành viên có thể chỉnh sửa cùng lúc và truy cập từ bất cứ đâu', 'D. Chỉ một người có thể truy cập tại một thời điểm']",C,Medium,
Q5.115,"5.3_PhanTich",Sử dụng Google Sheets để phân công công việc với cột deadline và trạng thái cụ thể giúp đạt được lợi ích gì?,"['A. Tăng độ chính xác và giảm sai sót', 'B. Khiến công việc trở nên phức tạp hơn', 'C. Làm các thành viên dễ quên deadline hơn', 'D. Dễ gây nhầm lẫn về nhiệm vụ']",A,Medium,
Q5.116,"5.3_PhanTich","Lợi ích ""Tăng tính minh bạch và khả năng theo dõi"" có nghĩa là gì?","['A. Mọi người không biết ai đang làm việc gì', 'B. Khó biết được ai đã chỉnh sửa tài liệu', 'C. Mọi người có thể thấy ai đang làm gì, làm đến đâu và xem được lịch sử chỉnh sửa', 'D. Chỉ trưởng nhóm mới có quyền xem tiến độ']",C,Medium,
Q5.117,"5.4_QuyTrinh","Khi áp dụng công cụ số, quy trình làm việc được cải thiện như thế nào so với việc nhắc miệng?","['A. Vẫn phải nhắc miệng thường xuyên', 'B. Vẫn dễ quên như trước', 'C. Có thể lên lịch trên Google Calendar có nhắc nhở tự động', 'D. Không cần theo dõi deadline nữa']",C,Medium,
Q5.118,"5.2_TuHoc","So với việc mỗi người sửa một bản slide riêng, giải pháp số hóa đề xuất điều gì?","['A. Vẫn giữ cách làm cũ', 'B. Chỉ một người được phép sửa slide', 'C. Sửa chung trên một file Google Slides duy nhất', 'D. Gửi file qua lại qua Zalo để sửa']",C,Medium,
Q5.119,"5.2_TuHoc","Khi trình bày lợi ích của một giải pháp số, bạn nên làm gì để tăng tính thuyết phục?","['A. Chỉ nêu cảm nhận chung chung', 'B. Tránh đưa ra các con số cụ thể', 'C. Đưa số liệu so sánh thời gian tiết kiệm được', 'D. Chỉ trích cách làm việc cũ']",C,Medium,
Q5.120,"5.1_SuCo","Trong tình huống thực tế của nhóm bạn Ngọc, sau khi áp dụng Google Docs và Google Calendar, kết quả đạt được là gì?","['A. Bài viết vẫn rời rạc và không đúng hạn', 'B. Các thành viên không hợp tác với nhau', 'C. Bài viết liền mạch, hoàn thành đúng hạn và được giảng viên đánh giá cao', 'D. Nhóm phải làm lại từ đầu']",C,Medium,
Q6.001,"6.1_TongQuanAI","Theo định nghĩa của Microsoft, Trí tuệ nhân tạo (AI) là nỗ lực để tạo ra gì?","['A. Tạo ra rô bốt có khả năng di chuyển và tương tác vật lý.', 'B. Tạo ra một máy tính, rô bốt hoặc công nghệ khác \'suy nghĩ\' và xử lý dữ liệu theo cách giống như con người chúng ta.', 'C. Tạo ra phần mềm có khả năng lập trình tự động.', 'D. Tạo ra một hệ thống tự động hóa hoàn toàn các quy trình sản xuất.']",B,Medium,
Q6.002,"6.1_TongQuanAI",Mục đích của Trí tuệ nhân tạo là gì?,"['A. Tăng tốc độ truyền tải và lưu trữ dữ liệu.', 'B. Tự động hóa các tác vụ lặp đi lặp lại.', 'C. Cải thiện khả năng kết nối giữa các thiết bị.', 'D. Cải thiện công nghệ bằng cách bổ sung chức năng liên quan đến hành vi và cách con người suy luận, học tập và giải quyết vấn đề.']",D,Medium,
Q6.003,"6.1_TongQuanAI","Trong các năng lực sau, năng lực nào được coi là cốt lõi mà một module AI phải đáp ứng?","['A. Thiết kế đồ họa và trực quan hóa dữ liệu.', 'B. Phân tích hồi quy và dự báo tài chính.', 'C. Lập trình và bảo trì hệ thống mạng.', 'D. Suy diễn, học, giải quyết vấn đề, nhận thức và trí thông minh ngôn ngữ.']",D,Medium,
Q6.004,"6.3_ChuyenDoiSo","Trong bối cảnh chuyển đổi số, Trí tuệ nhân tạo (AI) thường được ví như bộ phận nào của con người?","['A. Cơ bắp (Điện toán đám mây).', 'B. Giác quan (Internet vạn vật).', 'C. Hệ thần kinh.', 'D. Hệ thống miễn dịch (An ninh mạng).']",C,Medium,
Q6.005,"6.1_TongQuanAI","Theo nghĩa hẹp, trí tuệ nhân tạo nhằm mục đích gì?","['A. Thay thế hoàn toàn lao động trí óc của con người.', 'B. Tăng cường năng lực trí tuệ của con người.', 'C. Xử lý dữ liệu lớn trên các máy chủ ảo.', 'D. Phân tích các mối quan hệ xã hội phức tạp.']",B,Medium,
Q6.006,"6.1_TongQuanAI","Khi một hệ thống AI tích hợp nhiều module AI, nó bao gồm hai yếu tố chính nào?","['A. Cơ sở dữ liệu và thuật toán.', 'B. Giao diện người dùng và phần cứng.', 'C. Tác nhân và môi trường xung quanh của nó.', 'D. Nền tảng Cloud và mạng lưới cảm biến.']",C,Medium,
Q6.007,"6.3_ChuyenDoiSo",Trí thông minh của các tác nhân AI được đo lường bằng khả năng nào của chúng?,"['A. Khả năng tự cập nhật phần mềm.', 'B. Khả năng tái chế thiết bị điện tử.', 'C. Khả năng tạo ra các mục tiêu và đạt được chúng.', 'D. Khả năng tương tác với các ứng dụng di động.']",C,Medium,
Q6.008,"6.1_TongQuanAI","Trong bối cảnh AI, thuật toán học sâu dựa trên mô phỏng cấu trúc nào?","['A. Cấu trúc phân cấp của tổ chức.', 'B. Cấu trúc phân tán của Internet.', 'C. Mạng nơ-ron và hoạt động của bộ não con người.', 'D. Cấu trúc quan hệ của cơ sở dữ liệu.']",C,Medium,
Q6.009,"6.1_TongQuanAI","Thuật ngữ nào sau đây được xem là một nhánh của Trí tuệ nhân tạo, có mục tiêu làm cho máy móc có khả năng học tập như con người?","['A. Lập trình hướng đối tượng.', 'B. Điện toán lượng tử.', 'C. Máy học (Machine Learning).', 'D. Chuỗi khối (Blockchain).']",C,Medium,
Q6.010,"6.1_TongQuanAI",Trí tuệ nhân tạo giúp giải quyết vấn đề gì liên quan đến các cuộc họp tại công sở?,"['A. Giảm số lượng thành viên tham gia họp.', 'B. Trả lời những câu hỏi nền tảng để tiết kiệm thời gian họp.', 'C. Tự động hóa việc ghi biên bản cuộc họp.', 'D. Giảm chi phí tổ chức cuộc họp trực tuyến.']",B,Medium,
Q6.011,"6.1_TongQuanAI","Trong lĩnh vực sản xuất, AI có thể giúp tối ưu hóa hoạt động bằng cách nào?","['A. Giảm thiểu nhu cầu về năng lực số của nhân viên.', 'B. Tăng cường sử dụng các công cụ phần mềm văn phòng.', 'C. Hỗ trợ bảo trì tiên đoán để tối ưu hóa kế hoạch bảo trì.', 'D. Tự động hóa hoàn toàn các quy trình kinh doanh.']",C,Medium,
Q6.012,"6.1_TongQuanAI",Ba module AI phải đáp ứng được năng lực nào sau đây?,"['A. Suy diễn, Phân tích, Lập trình.', 'B. Suy diễn, Học, Giải quyết vấn đề.', 'C. Trình bày, Thấu cảm, Sáng tạo.', 'D. Lập trình, Tính toán, Tích hợp.']",B,Medium,
Q6.013,"6.1_TongQuanAI",Khả năng tạo ra các mục tiêu và đạt được chúng là thước đo cho điều gì trong hệ thống AI?,"['A. Khả năng xử lý dữ liệu.', 'B. Khả năng tương tác với người dùng.', 'C. Khả năng bảo mật hệ thống.', 'D. Trí thông minh của các tác nhân AI.']",D,Medium,
Q6.014,"6.1_TongQuanAI",Điều gì là nguồn gốc của sự phát triển đột phá trong Máy học (Machine Learning)?,"['A. Sự phát triển của hệ thống mạng 5G.', 'B. Sự phổ biến của thiết bị di động.', 'C. Dữ liệu ngày càng nhiều và năng lực tính toán ngày càng mạnh.', 'D. Sự gia tăng của các ứng dụng thương mại điện tử.']",C,Medium,
Q6.015,"6.3_ChuyenDoiSo","Trong một hệ thống AI, các module AI được tích hợp phải đáp ứng năng lực về Trí thông minh ngôn ngữ, điều này liên quan đến khả năng nào?","['A. Khả năng tạo ra nội dung đa phương tiện.', 'B. Khả năng viết mã lập trình phức tạp.', 'C. Khả năng nhận diện cảm xúc.', 'D. Khả năng xử lý ngôn ngữ tự nhiên.']",D,Medium,
Q6.016,"6.2_UngDung","Trong lĩnh vực điều trị và chăm sóc sức khỏe, AI hỗ trợ bác sĩ trong quy trình nào sau đây?","['A. Quản lý bảo hiểm y tế.', 'B. Chẩn đoán, phát triển điều trị và thuốc.', 'C. Lập kế hoạch tài chính cho bệnh viện.', 'D. Xây dựng chính sách y tế công cộng.']",B,Medium,
Q6.017,"6.2_UngDung",Công nghệ IoMT (Internet of Medical Things) giúp gì trong lĩnh vực y tế?,"['A. Giảm chi phí sản xuất thiết bị y tế.', 'B. Chuẩn hóa quy trình cấp phép thuốc.', 'C. Giúp mọi công dân dễ dàng tiếp cận các dịch vụ chăm sóc sức khỏe.', 'D. Tăng cường bảo mật hồ sơ bệnh án.']",C,Medium,
Q6.018,"6.2_UngDung","Trong lĩnh vực nông nghiệp, ứng dụng AI Sowing App powered dựa trên Microsoft Cortana Intelligence Suite giúp nông dân làm gì?","['A. Tự động hóa hoàn toàn việc thu hoạch mùa màng.', 'B. Gửi lời khuyên về ngày tối ưu để gieo hạt.', 'C. Phân tích độ phức tạp của đất đai.', 'D. Xây dựng chiến lược marketing nông sản.']",B,Medium,
Q6.019,"6.2_UngDung",Rô bốt nông nghiệp ứng dụng AI thường được lập trình để thực hiện nhiệm vụ gì?,"['A. Thiết kế cảnh quan nông trại.', 'B. Thu hoạch mùa màng công suất lớn.', 'C. Phân tích xu hướng thị trường nông sản.', 'D. Quản lý chuỗi cung ứng toàn cầu.']",B,Medium,
Q6.020,"6.2_UngDung","Trong quản lý đại lý bán lẻ, ứng dụng AI có thể tối ưu hóa hoạt động kinh doanh trong các lĩnh vực nào?","['A. Tuyển dụng nhân sự và quản lý tiền lương.', 'B. Lập kế hoạch chuỗi cung ứng và dự báo nhu cầu khách hàng.', 'C. Xây dựng thương hiệu và quản lý khủng hoảng truyền thông.', 'D. Kiểm soát chất lượng sản phẩm nhập khẩu.']",B,Medium,
Q6.021,"6.2_UngDung","Trong lĩnh vực bán lẻ, AI có thể giúp gia tăng doanh số bằng cách nào?","['A. Giảm giá thành sản phẩm liên tục.', 'B. Dự báo các hoạt động làm tăng doanh số bán hàng (ví dụ: phương thức trả sau).', 'C. Cải thiện hiệu suất của nhân viên bán hàng.', 'D. Tối ưu hóa không gian trưng bày sản phẩm.']",B,Medium,
Q6.022,"6.3_ChuyenDoiSo","Trong đời sống cá nhân, ứng dụng AI trên thiết bị thông minh có thể hỗ trợ nhiệm vụ gì?","['A. Xây dựng mô hình kinh doanh cá nhân.', 'B. Theo dõi sức khỏe hàng ngày và nhắc nhở lịch công tác.', 'C. Lập trình các ứng dụng di động phức tạp.', 'D. Phân tích dữ liệu lớn cá nhân.']",B,Medium,
Q6.023,"6.3_ChuyenDoiSo",Công nghệ nào là ví dụ về hệ thống thông minh được điều khiển bằng giọng nói và được tích hợp vào Windows 10?,"['A. Google Drive.', 'B. Siri.', 'C. Alexa.', 'D. Cortana.']",D,Medium,
Q6.024,"6.1_TongQuanAI",Cortana được tích hợp vào Windows 10 cho phép thực hiện chức năng tự động nào?,"['A. Tự động kết nối với mạng ngoại vi.', 'B. Tìm kiếm tập tin trên thiết bị và mở ứng dụng.', 'C. Tự động sao lưu toàn bộ dữ liệu máy tính.', 'D. Tự động chặn các phần mềm độc hại.']",B,Medium,
Q6.025,"6.1_TongQuanAI","Natural Language Generation (NLG), một lĩnh vực con của AI, được ứng dụng điển hình trong việc gì?","['A. Tạo ra các mô hình 3D.', 'B. Phân tích tín hiệu điện toán đám mây.', 'C. Phân loại văn bản (ví dụ: thư rác - spam).', 'D. Lập trình rô bốt công nghiệp.']",C,Medium,
Q6.026,"6.1_TongQuanAI",Speech recognition (nhận dạng giọng nói) là công nghệ mà ở đó máy tính được sử dụng để làm gì?,"['A. Tạo ra các bản sao kỹ thuật số.', 'B. Nắm bắt các cuộc trò chuyện với con người và chuyển đổi thành các mệnh lệnh.', 'C. Tối ưu hóa tốc độ Internet.', 'D. Phân tích các giao dịch chuỗi khối.']",B,Medium,
Q6.027,"6.2_UngDung",Ứng dụng Microsoft Connected Life có mục đích gì trong hệ thống tự động hóa nhà thông minh?,"['A. Cho phép các thiết bị gia dụng (đèn, TV) được điều khiển từ bất kỳ thiết bị Windows nào.', 'B. Cung cấp dịch vụ truyền hình trả phí qua Internet.', 'C. Tự động cập nhật phần mềm cho tất cả thiết bị.', 'D. Quản lý tài khoản ngân hàng từ xa.']",A,Medium,
